Study ID,,author,,data source,diag_defn,diag,bronchod,sample_size,case,risk factor,risk_fac,reference group,effect estimate,uni_odds_ratio,uni_lower_ci,uni_upper_ci,Self-calculated,multi_odds_ratio,multi_lower_ci,multi_upper_ci,Variables adjusted for,case with exposure,case without exposure,control with exposure,control without exposure
1133,Toren 2024,Toren et. al. (2024),https://dx.doi.org/10.1513/AnnalsATS.202403-242OC,Swedish CArdioPulmonary bioImage Study (SCAPIS),gold,prism,yes,28855,1467,gender,female,male,OR,0.76,0.69,0.85,yes,,,,,788,679,14857,9753
1133,Toren 2024,Toren et. al. (2024),https://dx.doi.org/10.1513/AnnalsATS.202403-242OC,Swedish CArdioPulmonary bioImage Study (SCAPIS),gold,rsp,yes,28855,1475,gender,female,male,OR,0.68,0.62,0.76,yes,,,,,753,722,14857,9753
1133,Toren 2024,Toren et. al. (2024),https://dx.doi.org/10.1513/AnnalsATS.202403-242OC,Swedish CArdioPulmonary bioImage Study (SCAPIS),gold,prism,yes,28855,1467,gender,male,female,OR,1.31,1.18,1.46,yes,,,,,679,788,9753,14857
1133,Toren 2024,Toren et. al. (2024),https://dx.doi.org/10.1513/AnnalsATS.202403-242OC,Swedish CArdioPulmonary bioImage Study (SCAPIS),gold,rsp,yes,28855,1475,gender,male,female,OR,1.46,1.31,1.62,yes,,,,,722,753,9753,14857
1133,Toren 2024,Toren et. al. (2024),https://dx.doi.org/10.1513/AnnalsATS.202403-242OC,Swedish CArdioPulmonary bioImage Study (SCAPIS),gold,prism,yes,28855,1467,smoking,current,non,OR,2.08,1.8,2.4,yes,1.81,1.56,2.11,"age, sex, smoking status, educationlevel, BMI, and study site",292,672,2710,12993
1133,Toren 2024,Toren et. al. (2024),https://dx.doi.org/10.1513/AnnalsATS.202403-242OC,Swedish CArdioPulmonary bioImage Study (SCAPIS),gold,rsp,yes,28855,1475,smoking,current,non,OR,1.45,1.24,1.69,yes,1.24,1.06,1.45,"age, sex, smoking status, educationlevel, BMI, and study site",231,765,2710,12993
1133,Toren 2024,Toren et. al. (2024),https://dx.doi.org/10.1513/AnnalsATS.202403-242OC,Swedish CArdioPulmonary bioImage Study (SCAPIS),gold,prism,yes,28855,1467,smoking,ex,non,OR,1.09,0.97,1.23,yes,0.94,0.83,1.07,"age, sex, smoking status, educationlevel, BMI, and study site",503,672,8907,12993
1133,Toren 2024,Toren et. al. (2024),https://dx.doi.org/10.1513/AnnalsATS.202403-242OC,Swedish CArdioPulmonary bioImage Study (SCAPIS),gold,rsp,yes,28855,1475,smoking,ex,non,OR,0.91,0.81,1.03,yes,0.78,0.69,0.88,"age, sex, smoking status, educationlevel, BMI, and study site",479,765,8907,12993
1134,Choi 2024,Choi et. al. (2024),https://dx.doi.org/10.1371/journal.pone.0307302,KNHANES (2010-2019),gold,prism,no,32949,3803,age,>70,40-49,OR,1.06,1.06,1.07,yes,0.68,0.58,0.79,"age, sex, residence, smoking status, bmi",1086801,3026876,9191584,27210006
1134,Choi 2024,Choi et. al. (2024),https://dx.doi.org/10.1371/journal.pone.0307302,KNHANES (2010-2019),gold,prism,no,32949,3803,age,50-59,40-49,OR,1.22,1.22,1.22,yes,1.1,0.98,1.24,"age, sex, residence, smoking status, bmi",3134658,3026876,23051908,27210006
1134,Choi 2024,Choi et. al. (2024),https://dx.doi.org/10.1371/journal.pone.0307302,KNHANES (2010-2019),gold,prism,no,32949,3803,age,60-69,40-49,OR,1.15,1.15,1.16,yes,0.87,0.77,0.99,"age, sex, residence, smoking status, bmi",1733493,3026876,13495579,27210006
1134,Choi 2024,Choi et. al. (2024),https://dx.doi.org/10.1371/journal.pone.0307302,KNHANES (2010-2019),gold,prism,no,32949,3803,bmi,>25,<23,OR,1.28,1.27,1.28,yes,1.13,1.01,1.26,"age, sex, residence, smoking status, bmi",3826258,2901130,27210006,26334617
1134,Choi 2024,Choi et. al. (2024),https://dx.doi.org/10.1371/journal.pone.0307302,KNHANES (2010-2019),gold,prism,no,32949,3803,bmi,23-24.9,<23,OR,1.05,1.05,1.06,yes,1.01,0.9,1.14,"age, sex, residence, smoking status, bmi",2254439,2901130,19404454,26334617
1134,Choi 2024,Choi et. al. (2024),https://dx.doi.org/10.1371/journal.pone.0307302,KNHANES (2010-2019),gold,prism,no,32949,3803,comorbidity,abdominal obesity,,OR,,,,,1.48,1.31,1.68,"age, sex, residence, smoking status, bmi",,,,
1134,Choi 2024,Choi et. al. (2024),https://dx.doi.org/10.1371/journal.pone.0307302,KNHANES (2010-2019),gold,prism,no,32949,3803,comorbidity,diabetes,,OR,,,,,1.33,1.21,1.45,"age, sex, residence, smoking status, bmi",,,,
1134,Choi 2024,Choi et. al. (2024),https://dx.doi.org/10.1371/journal.pone.0307302,KNHANES (2010-2019),gold,prism,no,32949,3803,comorbidity,hypertension,,OR,,,,,1.27,1.16,1.39,"age, sex, residence, smoking status, bmi",,,,
1134,Choi 2024,Choi et. al. (2024),https://dx.doi.org/10.1371/journal.pone.0307302,KNHANES (2010-2019),gold,prism,no,32949,3803,comorbidity,metabolic syndrome,,OR,,,,,1.43,1.29,1.59,"age, sex, residence, smoking status, bmi",,,,
1134,Choi 2024,Choi et. al. (2024),https://dx.doi.org/10.1371/journal.pone.0307302,KNHANES (2010-2019),gold,prism,no,32949,3803,gender,female,male,OR,0.76,0.76,0.76,yes,1.02,0.89,1.18,"age, sex, residence, smoking status, bmi",4481932,4499895,41289178,31659899
1134,Choi 2024,Choi et. al. (2024),https://dx.doi.org/10.1371/journal.pone.0307302,KNHANES (2010-2019),gold,prism,no,32949,3803,gender,male,female,OR,1.31,1.31,1.31,yes,,,,,4499895,4481932,31659899,41289178
1134,Choi 2024,Choi et. al. (2024),https://dx.doi.org/10.1371/journal.pone.0307302,KNHANES (2010-2019),gold,prism,no,32949,3803,smoking,current,non,OR,1.37,1.37,1.38,yes,1.08,0.92,1.26,"age, sex, residence, smoking status, bmi",1949056,4957969,12911987,45082530
1134,Choi 2024,Choi et. al. (2024),https://dx.doi.org/10.1371/journal.pone.0307302,KNHANES (2010-2019),gold,prism,no,32949,3803,smoking,ex,non,OR,1.26,1.26,1.26,yes,1.01,0.87,1.19,"age, sex, residence, smoking status, bmi",2074802,4957969,14954561,45082530
1254,Xia 2025,Xia et. al. (2025),https://dx.doi.org/10.1371/journal.pone.0318546,original,gold,prism,no,627,63,age,>60,<40,OR,4.45,1,19.76,no,,,,,,,,
1254,Xia 2025,Xia et. al. (2025),https://dx.doi.org/10.1371/journal.pone.0318546,original,gold,prism,no,627,63,age,40-49,<40,OR,4.32,1.15,16.26,no,,,,,,,,
1254,Xia 2025,Xia et. al. (2025),https://dx.doi.org/10.1371/journal.pone.0318546,original,gold,prism,no,627,63,age,50-59,<40,OR,3.67,0.95,14.27,no,,,,,,,,
1254,Xia 2025,Xia et. al. (2025),https://dx.doi.org/10.1371/journal.pone.0318546,original,gold,prism,no,627,63,bmi,obese,<25,OR,3.75,1.61,8.71,no,,,,,,,,
1254,Xia 2025,Xia et. al. (2025),https://dx.doi.org/10.1371/journal.pone.0318546,original,gold,prism,no,627,63,bmi,overweight,<25,OR,1.48,0.73,3.03,no,,,,,,,,
1254,Xia 2025,Xia et. al. (2025),https://dx.doi.org/10.1371/journal.pone.0318546,original,gold,prism,no,627,63,comorbidity,coronary heart disease,,OR,1.66,0.45,6.29,no,,,,,,,,
1254,Xia 2025,Xia et. al. (2025),https://dx.doi.org/10.1371/journal.pone.0318546,original,gold,prism,no,627,63,comorbidity,diabetes,,OR,3.849,1.043,14.2,no,,,,,,,,
1254,Xia 2025,Xia et. al. (2025),https://dx.doi.org/10.1371/journal.pone.0318546,original,gold,prism,no,627,63,comorbidity,hypertension,,OR,3.45,1.53,7.77,no,,,,,,,,
1254,Xia 2025,Xia et. al. (2025),https://dx.doi.org/10.1371/journal.pone.0318546,original,gold,prism,no,627,63,comorbidity,tuberculosis,,OR,13.68,5.5,34.05,no,,,,,,,,
1254,Xia 2025,Xia et. al. (2025),https://dx.doi.org/10.1371/journal.pone.0318546,original,gold,prism,no,627,63,gender,male,female,OR,1.91,0.28,1.43,no,,,,,,,,
1254,Xia 2025,Xia et. al. (2025),https://dx.doi.org/10.1371/journal.pone.0318546,original,gold,prism,no,627,63,smoking,current,non,OR,2.59,1.31,5.15,no,,,,,,,,
1257,Zhou 2025,Zhou et. al. (2025),https://dx.doi.org/10.1177/14799731241312687,Burden of Obstructive Lung Disease (BOLD) Australia,gold,prism,yes,3518,387,age,>80,40-49,OR,0.89,0.47,1.69,yes,,,,,12,135,79,795
1257,Zhou 2025,Zhou et. al. (2025),https://dx.doi.org/10.1177/14799731241312687,Burden of Obstructive Lung Disease (BOLD) Australia,gold,prism,yes,3518,387,age,50-59,40-49,OR,0.93,0.72,1.21,yes,,,,,128,135,810,795
1257,Zhou 2025,Zhou et. al. (2025),https://dx.doi.org/10.1177/14799731241312687,Burden of Obstructive Lung Disease (BOLD) Australia,gold,prism,yes,3518,387,age,60-69,40-49,OR,0.71,0.52,0.97,yes,,,,,70,135,578,795
1257,Zhou 2025,Zhou et. al. (2025),https://dx.doi.org/10.1177/14799731241312687,Burden of Obstructive Lung Disease (BOLD) Australia,gold,prism,yes,3518,387,age,70-79,40-49,OR,1.18,0.81,1.72,yes,,,,,42,135,210,795
1257,Zhou 2025,Zhou et. al. (2025),https://dx.doi.org/10.1177/14799731241312687,Burden of Obstructive Lung Disease (BOLD) Australia,gold,prism,yes,3518,387,bmi,obese,18.5-25,OR,1.81,1.37,2.38,yes,,,,,171,91,738,709
1257,Zhou 2025,Zhou et. al. (2025),https://dx.doi.org/10.1177/14799731241312687,Burden of Obstructive Lung Disease (BOLD) Australia,gold,prism,yes,3518,387,bmi,overweight,18.5-25,OR,0.77,0.58,1.04,yes,,,,,107,91,1079,709
1257,Zhou 2025,Zhou et. al. (2025),https://dx.doi.org/10.1177/14799731241312687,Burden of Obstructive Lung Disease (BOLD) Australia,gold,prism,yes,3518,387,bmi,underweight,18.5-25,OR,3.9,1.53,9.9,yes,,,,,7,91,14,709
1257,Zhou 2025,Zhou et. al. (2025),https://dx.doi.org/10.1177/14799731241312687,Burden of Obstructive Lung Disease (BOLD) Australia,gold,prism,yes,3518,387,comorbidity,asthma,,OR,,,,,2.02,1.35,2.96,"age, sex, Indigenous ethnicity, bmi, smoking habits, socioeconomic status",,,,
1257,Zhou 2025,Zhou et. al. (2025),https://dx.doi.org/10.1177/14799731241312687,Burden of Obstructive Lung Disease (BOLD) Australia,gold,prism,yes,3518,387,comorbidity,asthma (ever-diagnosed),,OR,,,,,1.8,1.3,2.46,"age, sex, Indigenous ethnicity, bmi, smoking habits, socioeconomic status",,,,
1257,Zhou 2025,Zhou et. al. (2025),https://dx.doi.org/10.1177/14799731241312687,Burden of Obstructive Lung Disease (BOLD) Australia,gold,prism,yes,3518,387,comorbidity,cvd,,OR,,,,,2.56,1.7,3.81,"age, sex, Indigenous ethnicity, bmi, smoking habits, socioeconomic status",,,,
1257,Zhou 2025,Zhou et. al. (2025),https://dx.doi.org/10.1177/14799731241312687,Burden of Obstructive Lung Disease (BOLD) Australia,gold,prism,yes,3518,387,comorbidity,diabetes,,OR,,,,,3.07,2.12,4.39,"age, sex, Indigenous ethnicity, bmi, smoking habits, socioeconomic status",,,,
1257,Zhou 2025,Zhou et. al. (2025),https://dx.doi.org/10.1177/14799731241312687,Burden of Obstructive Lung Disease (BOLD) Australia,gold,prism,yes,3518,387,comorbidity,hypertension,,OR,,,,,1.93,1.44,2.6,"age, sex, Indigenous ethnicity, bmi, smoking habits, socioeconomic status",,,,
1257,Zhou 2025,Zhou et. al. (2025),https://dx.doi.org/10.1177/14799731241312687,Burden of Obstructive Lung Disease (BOLD) Australia,gold,prism,yes,3518,387,comorbidity,lung cancer,,OR,,,,,13.2,3.16,58.1,"age, sex, Indigenous ethnicity, bmi, smoking habits, socioeconomic status",,,,
1257,Zhou 2025,Zhou et. al. (2025),https://dx.doi.org/10.1177/14799731241312687,Burden of Obstructive Lung Disease (BOLD) Australia,gold,prism,yes,3518,387,comorbidity,stroke,,OR,,,,,1.85,0.85,3.73,"age, sex, Indigenous ethnicity, bmi, smoking habits, socioeconomic status",,,,
1257,Zhou 2025,Zhou et. al. (2025),https://dx.doi.org/10.1177/14799731241312687,Burden of Obstructive Lung Disease (BOLD) Australia,gold,prism,yes,3518,387,gender,female,male,OR,0.98,0.79,1.21,yes,,,,,204,183,1377,1205
1257,Zhou 2025,Zhou et. al. (2025),https://dx.doi.org/10.1177/14799731241312687,Burden of Obstructive Lung Disease (BOLD) Australia,gold,prism,yes,3518,387,gender,male,female,OR,1.03,0.83,1.27,yes,,,,,183,204,1205,1377
1257,Zhou 2025,Zhou et. al. (2025),https://dx.doi.org/10.1177/14799731241312687,Burden of Obstructive Lung Disease (BOLD) Australia,gold,prism,yes,3518,387,smoking,current,non,OR,3.25,2.43,4.34,yes,,,,,94,167,228,1315
1257,Zhou 2025,Zhou et. al. (2025),https://dx.doi.org/10.1177/14799731241312687,Burden of Obstructive Lung Disease (BOLD) Australia,gold,prism,yes,3518,387,smoking,ex,non,OR,0.95,0.75,1.22,yes,,,,,126,167,1039,1315
1265,Li 2025,Li et. al. (2025),https://www.medrxiv.org/content/10.1101/2025.02.04.25321451v1.full.pdf,Prospective Urban Rural Epidemiology (PURE) study,gold,prism,no,40279,11824,alcohol,current,non,OR,0.93,0.88,0.98,yes,,,,,2386,9041,5356,18807
1265,Li 2025,Li et. al. (2025),https://www.medrxiv.org/content/10.1101/2025.02.04.25321451v1.full.pdf,Prospective Urban Rural Epidemiology (PURE) study,gold,prism,no,40279,11824,alcohol,ex,non,OR,0.95,0.84,1.08,yes,,,,,364,9041,799,18807
1265,Li 2025,Li et. al. (2025),https://www.medrxiv.org/content/10.1101/2025.02.04.25321451v1.full.pdf,Prospective Urban Rural Epidemiology (PURE) study,gold,prism,no,40279,11824,bmi,obese,18.5-25,OR,1.35,1.24,1.47,yes,,,,,1006,6145,1668,13773
1265,Li 2025,Li et. al. (2025),https://www.medrxiv.org/content/10.1101/2025.02.04.25321451v1.full.pdf,Prospective Urban Rural Epidemiology (PURE) study,gold,prism,no,40279,11824,bmi,overweight,18.5-25,OR,1.08,1.03,1.13,yes,,,,,4311,6145,8986,13773
1265,Li 2025,Li et. al. (2025),https://www.medrxiv.org/content/10.1101/2025.02.04.25321451v1.full.pdf,Prospective Urban Rural Epidemiology (PURE) study,gold,prism,no,40279,11824,bmi,underweight,18.5-25,OR,1.41,1.23,1.62,yes,,,,,349,6145,554,13773
1265,Li 2025,Li et. al. (2025),https://www.medrxiv.org/content/10.1101/2025.02.04.25321451v1.full.pdf,Prospective Urban Rural Epidemiology (PURE) study,gold,prism,no,40279,11824,comorbidity,asthma,,OR,2.16,1.73,2.69,yes,,,,,161,11663,159,24889
1265,Li 2025,Li et. al. (2025),https://www.medrxiv.org/content/10.1101/2025.02.04.25321451v1.full.pdf,Prospective Urban Rural Epidemiology (PURE) study,gold,prism,no,40279,11824,comorbidity,copd,,OR,1.62,1.24,2.14,yes,,,,,91,11733,119,24929
1265,Li 2025,Li et. al. (2025),https://www.medrxiv.org/content/10.1101/2025.02.04.25321451v1.full.pdf,Prospective Urban Rural Epidemiology (PURE) study,gold,prism,no,40279,11824,comorbidity,cvd,,OR,1.18,1.09,1.28,yes,,,,,1004,10820,1826,23222
1265,Li 2025,Li et. al. (2025),https://www.medrxiv.org/content/10.1101/2025.02.04.25321451v1.full.pdf,Prospective Urban Rural Epidemiology (PURE) study,gold,prism,no,40279,11824,comorbidity,diabetes,,OR,1.26,1.14,1.4,yes,,,,,634,11190,1076,23972
1265,Li 2025,Li et. al. (2025),https://www.medrxiv.org/content/10.1101/2025.02.04.25321451v1.full.pdf,Prospective Urban Rural Epidemiology (PURE) study,gold,prism,no,40279,11824,comorbidity,hypertension,,OR,1.2,1.15,1.25,yes,,,,,5221,6603,9958,15090
1265,Li 2025,Li et. al. (2025),https://www.medrxiv.org/content/10.1101/2025.02.04.25321451v1.full.pdf,Prospective Urban Rural Epidemiology (PURE) study,gold,prism,no,40279,11824,gender,female,male,OR,0.88,0.84,0.92,yes,,,,,6736,5088,15053,9995
1265,Li 2025,Li et. al. (2025),https://www.medrxiv.org/content/10.1101/2025.02.04.25321451v1.full.pdf,Prospective Urban Rural Epidemiology (PURE) study,gold,prism,no,40279,11824,gender,male,female,OR,1.14,1.09,1.19,yes,,,,,5088,6736,9995,15053
1265,Li 2025,Li et. al. (2025),https://www.medrxiv.org/content/10.1101/2025.02.04.25321451v1.full.pdf,Prospective Urban Rural Epidemiology (PURE) study,gold,prism,no,40279,11824,smoking,current,non,OR,1.07,1.02,1.13,yes,,,,,2697,8535,5433,18474
1265,Li 2025,Li et. al. (2025),https://www.medrxiv.org/content/10.1101/2025.02.04.25321451v1.full.pdf,Prospective Urban Rural Epidemiology (PURE) study,gold,prism,no,40279,11824,smoking,ex,non,OR,1.12,1.01,1.24,yes,,,,,592,8535,1141,18474
1289,Xiao 2025,Xiao et. al. (2025),https://www.dovepress.com/risk-of-all-cause-mortality-in-us-adults-with-preserved-ratio-impaired-peer-reviewed-fulltext-article-COPD,NHANES 1988-1994 and NHANES 2007-2012,gold,prism,no,24691,1452,comorbidity,asthma,,OR,1.96,1.68,2.28,yes,,,,,220,1232,1667,18302
1289,Xiao 2025,Xiao et. al. (2025),https://www.dovepress.com/risk-of-all-cause-mortality-in-us-adults-with-preserved-ratio-impaired-peer-reviewed-fulltext-article-COPD,NHANES 1988-1994 and NHANES 2007-2012,gold,prism,no,24691,1452,comorbidity,cancer,,OR,1.89,1.56,2.28,yes,,,,,132,1320,1004,18965
1289,Xiao 2025,Xiao et. al. (2025),https://www.dovepress.com/risk-of-all-cause-mortality-in-us-adults-with-preserved-ratio-impaired-peer-reviewed-fulltext-article-COPD,NHANES 1988-1994 and NHANES 2007-2012,gold,prism,no,24691,1452,comorbidity,chronic bronchitis,,OR,2.23,1.83,2.73,yes,,,,,120,1332,774,19195
1289,Xiao 2025,Xiao et. al. (2025),https://www.dovepress.com/risk-of-all-cause-mortality-in-us-adults-with-preserved-ratio-impaired-peer-reviewed-fulltext-article-COPD,NHANES 1988-1994 and NHANES 2007-2012,gold,prism,no,24691,1452,comorbidity,diabetes,,OR,2.73,2.36,3.15,yes,,,,,258,1194,1466,18503
1289,Xiao 2025,Xiao et. al. (2025),https://www.dovepress.com/risk-of-all-cause-mortality-in-us-adults-with-preserved-ratio-impaired-peer-reviewed-fulltext-article-COPD,NHANES 1988-1994 and NHANES 2007-2012,gold,prism,no,24691,1452,comorbidity,emphysema,,OR,4.03,2.59,6.25,yes,,,,,26,1426,90,19879
1289,Xiao 2025,Xiao et. al. (2025),https://www.dovepress.com/risk-of-all-cause-mortality-in-us-adults-with-preserved-ratio-impaired-peer-reviewed-fulltext-article-COPD,NHANES 1988-1994 and NHANES 2007-2012,gold,prism,no,24691,1452,comorbidity,hypertension,,OR,2.12,1.9,2.37,yes,,,,,596,856,4936,15033
1289,Xiao 2025,Xiao et. al. (2025),https://www.dovepress.com/risk-of-all-cause-mortality-in-us-adults-with-preserved-ratio-impaired-peer-reviewed-fulltext-article-COPD,NHANES 1988-1994 and NHANES 2007-2012,gold,prism,no,24691,1452,gender,female,male,OR,1.1,0.99,1.22,yes,,,,,805,647,10601,9368
1289,Xiao 2025,Xiao et. al. (2025),https://www.dovepress.com/risk-of-all-cause-mortality-in-us-adults-with-preserved-ratio-impaired-peer-reviewed-fulltext-article-COPD,NHANES 1988-1994 and NHANES 2007-2012,gold,prism,no,24691,1452,gender,male,female,OR,0.91,0.82,1.01,yes,,,,,647,805,9368,10601
1289,Xiao 2025,Xiao et. al. (2025),https://www.dovepress.com/risk-of-all-cause-mortality-in-us-adults-with-preserved-ratio-impaired-peer-reviewed-fulltext-article-COPD,NHANES 1988-1994 and NHANES 2007-2012,gold,prism,no,24691,1452,smoking,current,non,OR,1.56,1.38,1.77,yes,,,,,442,664,4701,11025
1289,Xiao 2025,Xiao et. al. (2025),https://www.dovepress.com/risk-of-all-cause-mortality-in-us-adults-with-preserved-ratio-impaired-peer-reviewed-fulltext-article-COPD,NHANES 1988-1994 and NHANES 2007-2012,gold,prism,no,24691,1452,smoking,ex,non,OR,1.35,1.18,1.55,yes,,,,,346,664,4243,11025
8888,Qiao 2018,Qiao et. al. (2018),doi:10.16386/j.cjpccd.issn.1004-6194.2017.01.006,original,gold,rsp,yes,1082,104,bmi,overweight,normal ,OR,0.94,0.74,1.14,yes,,,,,,,,
8888,Qiao 2018,Qiao et. al. (2018),doi:10.16386/j.cjpccd.issn.1004-6194.2017.01.006,original,gold,rsp,yes,1082,104,comorbidity,diabetes,non,OR,1.78,0.94,3.37,yes,,,,,,,,
8888,Qiao 2018,Qiao et. al. (2018),doi:10.16386/j.cjpccd.issn.1004-6194.2017.01.006,original,gold,rsp,yes,1082,104,comorbidity,hypertension,non,OR,1.58,0.89,2.82,yes,,,,,,,,
8888,Qiao 2018,Qiao et. al. (2018),doi:10.16386/j.cjpccd.issn.1004-6194.2017.01.006,original,gold,rsp,yes,1082,104,gender,male,female,OR,1.01,1.06,5.23,yes,,,,,,,,
8888,Qiao 2018,Qiao et. al. (2018),doi:10.16386/j.cjpccd.issn.1004-6194.2017.01.006,original,gold,rsp,yes,1082,104,smoking,current,non,OR,2.23,1.12,4.47,yes,,,,,,,,
